id,standard,subject,branch,source_class,unit,chapter,topic,subtopic,question_type,question,option_A,option_B,option_C,option_D,correct_option,correct_answer,explanation,difficulty,cognitive_level,marks_correct,marks_incorrect,marks_unattempted,source_document,source_chapter,source_page,syllabus_reference,figure_files,figure_required,tags,generator_eligible,validation_status
NEET27-PHY-0650,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Pressure in Fluids,Atmospheric pressure,One-step numerical MCQ,A mercury barometer stands at a height of 0.75 m. The density of mercury is 13600 kg m⁻³ and g = 10 m s⁻². The atmospheric pressure indicated is:,1.02 × 10⁴ Pa,1.02 × 10⁵ Pa,7.5 × 10⁴ Pa,1.36 × 10⁵ Pa,B,1.02 × 10⁵ Pa,P = h ρ g = 0.75 × 13600 × 10 = 102000 Pa = 1.02 × 10⁵ Pa. The barometric height measures atmospheric pressure directly because the space above the mercury is very nearly a vacuum.,Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Pressure in Fluids|Atmospheric pressure,True,PASS
NEET27-PHY-0651,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Pressure in Fluids,Hydraulic lift,Conceptual/application MCQ,In a hydraulic lift the two pistons have areas in the ratio 1 : 50. A force of 100 N is applied on the smaller piston. The maximum load that can be raised on the larger piston is:,100 N,2 N,150 N,5000 N,D,5000 N,"The same pressure acts on both pistons, so F2 = F1 × (A2 / A1) = 100 × 50 = 5000 N. The lift multiplies force by the area ratio, while the smaller piston must be pushed through a correspondingly larger distance.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Pressure in Fluids|Hydraulic lift,True,PASS
NEET27-PHY-0652,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Pressure in Fluids,Gauge and absolute pressure,Direct MCQ,"For a point inside a liquid that is open to the atmosphere, the gauge pressure is:",the atmospheric pressure minus the absolute pressure at the point,the absolute pressure at the point plus the atmospheric pressure,the absolute pressure at the point divided by the atmospheric pressure,the absolute pressure at the point minus the atmospheric pressure,D,the absolute pressure at the point minus the atmospheric pressure,"A pressure gauge open to the atmosphere on one side reads the excess of the true pressure over atmospheric pressure. Hence P_gauge = P_absolute - P_atmospheric, and for a liquid column P_gauge = h ρ g.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Pressure in Fluids|Gauge and absolute pressure,True,PASS
NEET27-PHY-0653,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Pressure in Fluids,Force due to liquid pressure,One-step numerical MCQ,"A tank with a flat horizontal base of area 2 m² holds water of density 1000 kg m⁻³ to a depth of 3 m. Taking g = 10 m s⁻², the force exerted by the water on the base, over and above the force due to the atmosphere, is:",6.0 × 10⁴ N,3.0 × 10⁴ N,1.5 × 10⁴ N,6.0 × 10³ N,A,6.0 × 10⁴ N,"Every point of a horizontal base lies at the same depth, so the pressure is uniform: P = 3 × 1000 × 10 = 3 × 10⁴ Pa. Therefore F = P A = 3 × 10⁴ x 2 = 6 × 10⁴ N.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Pressure in Fluids|Force due to liquid pressure,True,PASS
NEET27-PHY-0654,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Comparing specific heats,Conceptual/application MCQ,"Equal masses of water, of specific heat capacity 4200 J kg⁻¹ K⁻¹, and of an oil, of specific heat capacity 2100 J kg⁻¹ K⁻¹, are given the same quantity of heat, with no change of state in either. Then:","the oil ends up hotter, its temperature rise being twice that of the water","the water ends up hotter, its temperature rise being twice that of the oil","the oil ends up hotter, its temperature rise being four times that of the water","both reach the same temperature rise, since they were given the same quantity of heat",A,"the oil ends up hotter, its temperature rise being twice that of the water","The oil has half the specific heat capacity of the water, so for the same mass and the same heat its temperature rise is twice as large. Starting from the same temperature, the oil therefore ends up hotter.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Comparing specific heats,True,PASS
NEET27-PHY-0655,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Heat capacity,Direct MCQ,"The heat capacity, or thermal capacity, of a body is the product of its mass and its specific heat capacity. Its SI unit is:",J,J kg K⁻¹,J K⁻¹,J kg⁻¹ K⁻¹,C,J K⁻¹,Multiplying the mass in kilograms by the specific heat capacity in J kg⁻¹ K⁻¹ cancels the kilogram and leaves J K⁻¹. The heat capacity tells how much heat the whole body needs for a rise of one kelvin.,Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Heat capacity,True,PASS
NEET27-PHY-0656,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Specific heat of water,Conceptual/application MCQ,Water is used as the coolant in a car radiator chiefly because:,"it has a small specific heat capacity, so it heats up quickly and so carries the heat away quickly","it has a large latent heat of fusion, so it stays cold for a long time",it is a better conductor of heat than the metal of the radiator itself,"it has a large specific heat capacity, so it can carry away much heat for a small rise in its own temperature",D,"it has a large specific heat capacity, so it can carry away much heat for a small rise in its own temperature","With c = 4200 J kg⁻¹ K⁻¹, water has one of the largest specific heat capacities of any common substance. Each kilogram absorbs 4200 J for every kelvin it warms, so a modest flow of water can carry a large amount of heat away from the engine without itself becoming very hot.",Easy,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Specific heat of water,True,PASS
NEET27-PHY-0657,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Continuous flow heating,Conceptual/application MCQ,"Water flows steadily through an electric heater at the rate of 0.1 kg s⁻¹ and leaves 10 K hotter than it enters. Taking the specific heat capacity of water as 4200 J kg⁻¹ K⁻¹ and assuming no heat is lost, the power of the heater is:",420 W,2100 W,4200 W,42000 W,C,4200 W,"In one second, 0.1 kg of water is warmed by 10 K, needing 0.1 × 4200 × 10 = 4200 J. Energy of 4200 J supplied each second is a power of 4200 W.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Continuous flow heating,True,PASS
NEET27-PHY-0658,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Molar specific heat,One-step numerical MCQ,A gas has a molar specific heat capacity of 25 J mol⁻¹ K⁻¹. The heat needed to raise the temperature of 0.5 mol of it by 40 K is:,250 J,500 J,1000 J,2000 J,B,500 J,Q = 0.5 × 25 × 40 = 500 J.,Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Molar specific heat,True,PASS
NEET27-PHY-0659,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Principle of calorimetry,Direct MCQ,"The principle of calorimetry, used when hot and cold bodies are mixed in a well insulated container, states that:",the final temperature is always the arithmetic mean of the initial temperatures,the heat lost by the hotter bodies equals the heat lost by the colder bodies,the heat lost by the hotter bodies equals the heat gained by the colder bodies,the temperature lost by the hotter bodies equals the temperature gained by the colder bodies,C,the heat lost by the hotter bodies equals the heat gained by the colder bodies,"In an insulated container no heat escapes to the surroundings, so all the heat given out by the hotter bodies is taken up by the colder ones. Writing this balance as m1 c1 (T1 - T) = m2 c2 (T - T2) gives the equation from which the final temperature is found.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Principle of calorimetry,True,PASS
NEET27-PHY-0660,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Specific heat and heat capacity,Conceptual/application MCQ,"Two blocks of the same metal have masses 1 kg and 3 kg. Comparing the two blocks,:","their heat capacities are equal, while the specific heat capacity of the heavier block is three times that of the lighter one",both the specific heat capacity and the heat capacity are the same for the two blocks,"their specific heat capacities are equal, while the heat capacity of the heavier block is three times that of the lighter one",both the specific heat capacity and the heat capacity of the heavier block are three times those of the lighter one,C,"their specific heat capacities are equal, while the heat capacity of the heavier block is three times that of the lighter one","Both blocks are of the same metal, so both have the same c. The heat capacity is m c, so for the 3 kg block it is three times that for the 1 kg block. The heavier block therefore needs three times as much heat for the same temperature rise.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Specific heat and heat capacity,True,PASS
NEET27-PHY-0661,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Q = m c delta T,One-step numerical MCQ,Supplying 2000 J of heat to a 500 g block of metal raises its temperature by 20 K. The specific heat capacity of the metal is:,200 J kg⁻¹ K⁻¹,0.2 J kg⁻¹ K⁻¹,400 J kg⁻¹ K⁻¹,100 J kg⁻¹ K⁻¹,A,200 J kg⁻¹ K⁻¹,m = 500 g = 0.5 kg. c = 2000 / (0.5 × 20) = 2000 / 10 = 200 J kg⁻¹ K⁻¹.,Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Q = m c delta T,True,PASS
NEET27-PHY-0662,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Specific Heat Capacity,Definition and unit,Direct MCQ,The specific heat capacity of a substance is the heat needed to raise the temperature of unit mass of it by one kelvin. Its SI unit is:,J kg⁻¹,J mol⁻¹ K⁻¹,J K⁻¹,J kg⁻¹ K⁻¹,D,J kg⁻¹ K⁻¹,"Heat is measured in joules, mass in kilograms and temperature interval in kelvin, so c has the unit J kg⁻¹ K⁻¹. For water this quantity is 4200 J kg⁻¹ K⁻¹.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Specific Heat Capacity|Definition and unit,True,PASS
NEET27-PHY-0663,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stokes Law and Terminal Velocity,Force balance at terminal velocity,Multi-step numerical MCQ,"A metal sphere of volume 2 × 10⁻⁴ m³ and density 8000 kg m⁻³ falls with its terminal velocity through a liquid of density 1000 kg m⁻³. Taking g = 10 m s⁻², the viscous drag acting on the sphere at that stage is:",14 N,2 N,16 N,18 N,A,14 N,"Weight = V ρ g = 2 × 10⁻⁴ x 8000 × 10 = 16 N. Upthrust = V sigma g = 2 × 10⁻⁴ x 1000 × 10 = 2 N. Since the sphere moves with constant velocity the net force is zero, so the drag makes up the difference: 16 minus 2 = 14 N. Notice that no value of the coefficient of viscosity is needed for this balance.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stokes Law and Terminal Velocity|Force balance at terminal velocity,True,PASS
NEET27-PHY-0664,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stokes Law and Terminal Velocity,Application to small droplets,Conceptual/application MCQ,The tiny water droplets of a fog appear to remain suspended in the air for a very long time. The main reason is that:,their terminal velocity is extremely small because it varies as the square of the radius,the coefficient of viscosity of air increases sharply when fog forms,the upthrust of the air on them exactly balances their weight,the surface tension of water holds the droplets up against gravity,A,their terminal velocity is extremely small because it varies as the square of the radius,"Fog droplets have radii of the order of a few micrometres. Because the terminal velocity varies as the square of the radius, reducing the radius by a factor of a thousand compared with a raindrop reduces the terminal velocity by a factor of a million. The droplets therefore settle so slowly that the slightest air current keeps them aloft.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stokes Law and Terminal Velocity|Application to small droplets,True,PASS
NEET27-PHY-0665,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stokes Law and Terminal Velocity,Direction of terminal motion,Conceptual/application MCQ,A small sphere whose density is less than that of the surrounding liquid is released at the bottom of a deep tank of that liquid. After a short time the sphere:,"stays exactly where it was released, since the upthrust and the weight are equal",moves upward with a constant terminal speed,moves upward with a steadily increasing speed all the way to the surface,moves downward with a constant terminal speed,B,moves upward with a constant terminal speed,"When ρ is less than sigma the quantity ρ minus sigma is negative, so the terminal velocity comes out negative, meaning that the steady motion is upward. Physically the upthrust exceeds the weight, the sphere accelerates upward, and the drag now acts downward and grows until the three forces balance. An air bubble rising steadily through water is the familiar example.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stokes Law and Terminal Velocity|Direction of terminal motion,True,PASS
NEET27-PHY-0666,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stokes Law and Terminal Velocity,Dependence on radius,Direct MCQ,"For small spheres of the same material falling through the same liquid, the terminal velocity is:",directly proportional to the radius of the sphere,inversely proportional to the radius of the sphere,independent of the radius of the sphere,directly proportional to the square of the radius of the sphere,D,directly proportional to the square of the radius of the sphere,"The effective weight of the sphere grows as r³ while the Stokes drag grows only as r, so the balance is struck at a speed that grows as r². Hence doubling the radius makes the terminal velocity four times as large.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stokes Law and Terminal Velocity|Dependence on radius,True,PASS
NEET27-PHY-0667,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stokes Law and Terminal Velocity,Stokes law,One-step numerical MCQ,"A sphere of radius 1 cm moves at 0.2 m s⁻¹ through a fluid of coefficient of viscosity 0.5 N s m⁻², the flow around it remaining streamlined. The viscous drag on the sphere is:",6 π x 10⁻⁵ N,3 π x 10⁻³ N,6 π x 10⁻¹ N,6 π x 10⁻³ N,D,6 π x 10⁻³ N,"With r = 1 × 10⁻² m, F = 6 π x 0.5 × 1 × 10⁻² x 0.2 = 6 π x 1 × 10⁻³ N, which is about 1.9 × 10⁻² N.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stokes Law and Terminal Velocity|Stokes law,True,PASS
NEET27-PHY-0668,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Stokes Law and Terminal Velocity,Terminal velocity,Direct MCQ,A small sphere released in a deep column of a viscous liquid finally attains a terminal velocity. At that stage:,"the weight of the sphere is balanced by the upthrust alone, the viscous drag having fallen to zero","the weight, the upthrust and the viscous drag all act downwards and add up to zero",the weight of the sphere is balanced by the sum of the upthrust and the viscous drag,"the viscous drag alone balances the weight, the upthrust being negligible for a solid sphere",C,the weight of the sphere is balanced by the sum of the upthrust and the viscous drag,"As the sphere speeds up the viscous drag 6 π eta r v grows, while the weight and the upthrust stay fixed. When the drag has grown enough that the upward forces balance the weight, the acceleration becomes zero and the sphere continues at a constant terminal velocity.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Stokes Law and Terminal Velocity|Terminal velocity,True,PASS
NEET27-PHY-0669,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Streamline Flow and Equation of Continuity,Equation of continuity,Multi-step numerical MCQ,"A main pipe of cross sectional area 12 cm² carries water at 2 m s⁻¹. It branches into four identical smaller pipes, each of cross sectional area 2 cm². The speed of the water in each smaller pipe is:",0.5 m s⁻¹,12 m s⁻¹,3 m s⁻¹,6 m s⁻¹,C,3 m s⁻¹,"The volume flow rate in the main pipe is 12 × 2 = 24 in units of cm² m s⁻¹. The four branches together offer a cross sectional area of 4 × 2 = 8 cm². Hence the speed in each branch is 24 divided by 8 = 3 m s⁻¹. Note that the total branch area is smaller than the main pipe area, so the water speeds up.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Streamline Flow and Equation of Continuity|Equation of continuity,True,PASS
NEET27-PHY-0670,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Streamline Flow and Equation of Continuity,Equation of continuity,Conceptual/application MCQ,"Water flows steadily along a horizontal pipe. At a certain section the radius of the pipe narrows to half its earlier value. Compared with the earlier section, the speed of the water at the narrow section is:",one quarter as large,half as large,twice as large,four times as large,D,four times as large,"The area of a circular cross section varies as r², so halving the radius reduces the area to one quarter. Since A v must stay constant, the speed rises by a factor of four.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Streamline Flow and Equation of Continuity|Equation of continuity,True,PASS
NEET27-PHY-0671,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Streamline Flow and Equation of Continuity,Equation of continuity,Multi-step numerical MCQ,"Water leaves a tap of radius 4 mm with a speed of 1 m s⁻¹ and falls freely as a smooth stream. Taking g = 10 m s⁻² and neglecting any effect of surface tension, the radius of the stream at a point 0.75 m below the tap is:",1 mm,8 mm,4 mm,2 mm,D,2 mm,"The speed after falling 0.75 m is given by v2² = 1 + 2 × 10 × 0.75 = 16, so v2 = 4 m s⁻¹. Applying the equation of continuity to the circular stream, r1² v1 = r2² v2, so r2² = 16 × 1 divided by 4 = 4, giving r2 = 2 mm. The stream narrows because it speeds up as it falls.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Streamline Flow and Equation of Continuity|Equation of continuity,True,PASS
NEET27-PHY-0672,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Streamline Flow and Equation of Continuity,Streamline flow,Direct MCQ,"In the steady streamline flow of a liquid, two streamlines can never cross each other because:",the pressure would become infinitely large at the point where they crossed,a crossing point would give the fluid particle there two different velocities at the same instant,the liquid is incompressible and its density cannot change at a crossing point,the viscosity of the liquid prevents adjacent layers from ever meeting,B,a crossing point would give the fluid particle there two different velocities at the same instant,"The velocity of the fluid at any point of a streamline is directed along the tangent to that streamline. If two streamlines crossed, the particle at the crossing point would have to move along two different tangents at the same instant, which is impossible. Hence streamlines never intersect in steady flow.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Streamline Flow and Equation of Continuity|Streamline flow,True,PASS
NEET27-PHY-0673,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Streamline Flow and Equation of Continuity,Nature of flow,Direct MCQ,"For a liquid flowing through a pipe, the flow is expected to be:",streamline at every value of the Reynolds number provided the pipe is smooth,turbulent at every value of the Reynolds number provided the liquid has some viscosity,streamline when the Reynolds number is below about 1000 and turbulent when it is above about 2000,turbulent when the Reynolds number is below about 1000 and streamline when it is above about 2000,C,streamline when the Reynolds number is below about 1000 and turbulent when it is above about 2000,"A small Reynolds number means viscous forces dominate and the layers slide smoothly over one another, giving streamline flow. A large Reynolds number means inertial effects dominate and the flow becomes turbulent. For flow in a pipe the flow is streamline up to about 1000 and turbulent beyond about 2000, with an unstable region in between.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Streamline Flow and Equation of Continuity|Nature of flow,True,PASS
NEET27-PHY-0674,NEET-UG,Physics,Thermal Physics,XI,Unit 7: Properties of Solids and Liquids,"Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Streamline Flow and Equation of Continuity,Equation of continuity,One-step numerical MCQ,Water flows steadily through a pipe whose cross sectional area falls from 10 cm² to 5 cm². Where the area is 10 cm² the speed of the water is 2 m s⁻¹. Where the area is 5 cm² the speed is:,2 m s⁻¹,4 m s⁻¹,1 m s⁻¹,8 m s⁻¹,B,4 m s⁻¹,"A1 v1 = 10 × 2 = 20 in units of cm² m s⁻¹. Hence v2 = 20 divided by 5 = 4 m s⁻¹. Converting both areas to square metres would give the same ratio, so the conversion is not needed here.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI","Mechanical Properties of Solids, Mechanical Properties of Fluids and Thermal Properties of Matter",Official syllabus PDF p. 4,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 7: Properties of Solids and Liquids",,False,Thermal Physics|Streamline Flow and Equation of Continuity|Equation of continuity,True,PASS
